nome,emozione,prob,corrispondenza
005_o_f_s_a.jpg,Sadness,"{Anger: 8.486540359342598e-10, Disgust: 2.826306513270538e-07, Fear: 3.3759977036140754e-09, Happiness: 1.4398946923677158e-08, Neutral: 5.6416614435672585e-11, Sadness: 0.9999996423721313, Surprise: 4.790443215718643e-12}",1
005_o_f_s_b.jpg,Sadness,"{Anger: 5.48394885058201e-09, Disgust: 6.933604481673683e-07, Fear: 1.2663553761171897e-08, Happiness: 1.0767433877845178e-06, Neutral: 1.2253883463486659e-09, Sadness: 0.9999982118606567, Surprise: 1.7923769413119572e-10}",1
012_o_f_a_a.jpg,Fear,"{Anger: 0.09114016592502594, Disgust: 0.012549194507300854, Fear: 0.8328734636306763, Happiness: 0.0007175884675234556, Neutral: 0.00011858250945806503, Sadness: 0.055823516100645065, Surprise: 0.006777689326554537}",0
012_o_f_a_b.jpg,Sadness,"{Anger: 0.05592165142297745, Disgust: 0.001674744999036193, Fear: 0.0002122885489370674, Happiness: 5.332578112415831e-08, Neutral: 5.6174849305534735e-05, Sadness: 0.9421308636665344, Surprise: 4.254040959494887e-06}",0
012_o_f_d_a.jpg,Sadness,"{Anger: 1.0629885764501523e-05, Disgust: 0.003199875121936202, Fear: 6.490957275673281e-06, Happiness: 4.916214948025299e-06, Neutral: 1.2964876283660942e-08, Sadness: 0.9967781901359558, Surprise: 7.920339384348551e-10}",0
012_o_f_d_b.jpg,Sadness,"{Anger: 0.00023780025367159396, Disgust: 0.11512602120637894, Fear: 6.153448339318857e-05, Happiness: 1.9723802324733697e-05, Neutral: 4.623431415495816e-09, Sadness: 0.8845549821853638, Surprise: 6.174265543279489e-10}",0
012_o_f_f_a.jpg,Fear,"{Anger: 3.4135679015889764e-05, Disgust: 2.5903778805513866e-05, Fear: 0.896748423576355, Happiness: 7.867653835091915e-07, Neutral: 1.9930150585434347e-10, Sadness: 6.419230658138986e-07, Surprise: 0.10319025814533234}",1
012_o_f_f_b.jpg,Fear,"{Anger: 3.9396691136062145e-05, Disgust: 0.0006368508329614997, Fear: 0.9790928363800049, Happiness: 1.2935798849866842e-06, Neutral: 4.842276801753087e-09, Sadness: 0.00022565170365851372, Surprise: 0.020004048943519592}",1
012_o_f_h_a.jpg,Happiness,"{Anger: 4.807242603988016e-09, Disgust: 1.0272239023834118e-06, Fear: 3.9487172642793666e-08, Happiness: 0.999998927116394, Neutral: 5.728593599485521e-09, Sadness: 1.3068836679508422e-08, Surprise: 1.830897794485864e-10}",1
012_o_f_h_b.jpg,Happiness,"{Anger: 3.4890345546045864e-07, Disgust: 1.7150141502497718e-06, Fear: 2.5663865699243615e-07, Happiness: 0.999997615814209, Neutral: 2.146865263341624e-08, Sadness: 7.531693491102942e-09, Surprise: 3.559104788664058e-09}",1
012_o_f_n_a.jpg,Sadness,"{Anger: 0.002406236482784152, Disgust: 0.0017627552151679993, Fear: 0.0003730221069417894, Happiness: 0.0019897157326340675, Neutral: 0.23864130675792694, Sadness: 0.7545986771583557, Surprise: 0.00022827273642178625}",0
012_o_f_n_b.jpg,Neutral,"{Anger: 0.0002530099591240287, Disgust: 9.265631524613127e-05, Fear: 2.510100239305757e-05, Happiness: 0.002586490474641323, Neutral: 0.9915964007377625, Sadness: 0.0046034748665988445, Surprise: 0.0008428331348113716}",1
012_o_f_s_a.jpg,Sadness,"{Anger: 6.141535058290515e-10, Disgust: 3.3032634405572026e-08, Fear: 1.1623241334746126e-05, Happiness: 6.282991193984344e-07, Neutral: 6.327315407728129e-12, Sadness: 0.9999877214431763, Surprise: 5.747063241967609e-11}",1
012_o_f_s_b.jpg,Sadness,"{Anger: 2.025394019167237e-10, Disgust: 1.6897701016205247e-07, Fear: 1.0252996389681357e-06, Happiness: 4.0803382006515676e-08, Neutral: 7.984907006430841e-12, Sadness: 0.9999988079071045, Surprise: 9.366835432289555e-12}",1
015_o_m_a_a.jpg,Anger,"{Anger: 0.9994426369667053, Disgust: 0.00040588947013020515, Fear: 1.0095498055306962e-06, Happiness: 5.270110705168918e-06, Neutral: 5.620202500722371e-05, Sadness: 8.890692697605118e-05, Surprise: 1.9881136736898952e-08}",1
015_o_m_a_b.jpg,Anger,"{Anger: 0.9994797110557556, Disgust: 9.104401397053152e-05, Fear: 1.1205991512497349e-07, Happiness: 0.0004250288475304842, Neutral: 2.0690981727966573e-06, Sadness: 2.11933934224362e-06, Surprise: 8.5715976538836e-09}",1
015_o_m_d_a.jpg,Disgust,"{Anger: 0.11909926682710648, Disgust: 0.7692735195159912, Fear: 7.887582796684e-06, Happiness: 0.10273541510105133, Neutral: 0.0022382980678230524, Sadness: 0.006641624495387077, Surprise: 3.9672340790275484e-06}",1
015_o_m_d_b.jpg,Anger,"{Anger: 0.9251436591148376, Disgust: 0.07417839765548706, Fear: 1.230526663675846e-06, Happiness: 0.0005564687307924032, Neutral: 2.1614374418277293e-05, Sadness: 9.854537347564474e-05, Surprise: 1.0972157582500586e-07}",0
015_o_m_f_a.jpg,Anger,"{Anger: 0.9478655457496643, Disgust: 0.039032284170389175, Fear: 6.931888492545113e-05, Happiness: 0.008587466552853584, Neutral: 0.00431632436811924, Sadness: 4.79738628200721e-05, Surprise: 8.118625555653125e-05}",0
015_o_m_f_b.jpg,Anger,"{Anger: 0.8636133670806885, Disgust: 0.003593918401747942, Fear: 0.0015464157331734896, Happiness: 0.07848402857780457, Neutral: 0.05135200917720795, Sadness: 0.0001646978489588946, Surprise: 0.0012455775868147612}",0
015_o_m_h_a.jpg,Happiness,"{Anger: 1.888223133406086e-09, Disgust: 7.877886787355237e-08, Fear: 9.635390263440513e-09, Happiness: 0.9999997615814209, Neutral: 1.1414337564019661e-07, Sadness: 4.206157910857655e-08, Surprise: 1.6817434944638165e-10}",1
015_o_m_h_b.jpg,Happiness,"{Anger: 7.020832248905151e-10, Disgust: 7.098783783021645e-10, Fear: 5.690558024795678e-10, Happiness: 1.0, Neutral: 1.3169560997283725e-09, Sadness: 2.7061938800976293e-10, Surprise: 2.1070853395421807e-12}",1
015_o_m_n_a.jpg,Neutral,"{Anger: 0.06545960158109665, Disgust: 0.003024040488526225, Fear: 7.208969918792718e-07, Happiness: 0.0002759506751317531, Neutral: 0.9304854273796082, Sadness: 0.0007535555050708354, Surprise: 7.021166084086872e-07}",1
015_o_m_n_b.jpg,Neutral,"{Anger: 0.005392148625105619, Disgust: 0.0006680588121525943, Fear: 1.4529415182096272e-07, Happiness: 0.0001790525857359171, Neutral: 0.9935970306396484, Sadness: 0.00016340498405043036, Surprise: 1.656879362599284e-07}",1
015_o_m_s_a.jpg,Sadness,"{Anger: 0.00016282279102597386, Disgust: 0.13784964382648468, Fear: 2.7846688681165688e-05, Happiness: 0.10205661505460739, Neutral: 0.004979695659130812, Sadness: 0.7549179196357727, Surprise: 5.5141681514214724e-06}",1
015_o_m_s_b.jpg,Sadness,"{Anger: 0.048432815819978714, Disgust: 0.059606313705444336, Fear: 0.006643220316618681, Happiness: 0.28308600187301636, Neutral: 0.025913553312420845, Sadness: 0.5485245585441589, Surprise: 0.027793530374765396}",1
018_o_m_a_a.jpg,Sadness,"{Anger: 7.632676715729758e-05, Disgust: 0.12320701777935028, Fear: 1.8560231751507672e-07, Happiness: 1.6352712464140495e-06, Neutral: 0.00014634996477980167, Sadness: 0.8765683770179749, Surprise: 9.255690258669347e-08}",0
018_o_m_a_b.jpg,Sadness,"{Anger: 0.0010927706025540829, Disgust: 0.010312316939234734, Fear: 2.529747291646345e-07, Happiness: 1.461323062557085e-08, Neutral: 0.0009329387103207409, Sadness: 0.9876612424850464, Surprise: 4.298298392768629e-07}",0
018_o_m_d_a.jpg,Sadness,"{Anger: 4.901029387838207e-05, Disgust: 0.017184490337967873, Fear: 4.3568729068965695e-08, Happiness: 0.0001667757605900988, Neutral: 1.7746051526046358e-05, Sadness: 0.9825818538665771, Surprise: 4.527837216272701e-09}",0
018_o_m_d_b.jpg,Sadness,"{Anger: 0.00045469755423255265, Disgust: 0.03521230071783066, Fear: 2.437294142509927e-06, Happiness: 0.08104126155376434, Neutral: 9.75294278759975e-06, Sadness: 0.8832795023918152, Surprise: 9.197132833094201e-09}",0
018_o_m_f_a.jpg,Fear,"{Anger: 0.2474915236234665, Disgust: 0.012709052301943302, Fear: 0.42330402135849, Happiness: 2.3311465611186577e-06, Neutral: 1.2995732504350599e-05, Sadness: 0.0032091245520859957, Surprise: 0.3132709860801697}",1
018_o_m_f_b.jpg,Surprise,"{Anger: 0.0013610970927402377, Disgust: 1.260479348275112e-05, Fear: 0.00017506540461909026, Happiness: 8.7855859476349e-08, Neutral: 7.421995178447105e-07, Sadness: 7.696408488300222e-08, Surprise: 0.9984502792358398}",2
018_o_m_h_a.jpg,Happiness,"{Anger: 1.0153316765126874e-07, Disgust: 0.00013340717123355716, Fear: 6.912985099916114e-07, Happiness: 0.9959666728973389, Neutral: 1.8931186787085608e-06, Sadness: 0.0038971900939941406, Surprise: 2.3554983741291835e-08}",1
018_o_m_h_b.jpg,Happiness,"{Anger: 2.0280041534981308e-11, Disgust: 1.5680575726761958e-09, Fear: 2.72491723629642e-10, Happiness: 0.9999997615814209, Neutral: 1.3776323137815183e-10, Sadness: 2.9169305548748525e-07, Surprise: 1.0446601049485249e-11}",1
018_o_m_n_a.jpg,Neutral,"{Anger: 0.0001452516735298559, Disgust: 0.0034477636218070984, Fear: 1.4981841545136376e-08, Happiness: 6.748774012521608e-06, Neutral: 0.9912562370300293, Sadness: 0.0051427604630589485, Surprise: 1.167576328953146e-06}",1
018_o_m_n_b.jpg,Neutral,"{Anger: 0.00015036921831779182, Disgust: 0.0028007214423269033, Fear: 5.805243397105642e-09, Happiness: 2.5349625502713025e-05, Neutral: 0.9965364933013916, Sadness: 0.0004865025985054672, Surprise: 5.659803150592779e-07}",1
018_o_m_s_a.jpg,Sadness,"{Anger: 5.01281016695998e-09, Disgust: 1.2079842690582154e-06, Fear: 2.859642078689717e-09, Happiness: 6.920878945493314e-07, Neutral: 7.402948654089414e-08, Sadness: 0.9999979734420776, Surprise: 3.2354069423590204e-10}",1
018_o_m_s_b.jpg,Sadness,"{Anger: 3.3579559272078896e-11, Disgust: 5.135837977121582e-09, Fear: 1.3076867366734746e-10, Happiness: 9.591943211928466e-11, Neutral: 9.14937570151153e-12, Sadness: 1.0, Surprise: 2.9459293619978066e-13}",1
021_o_f_a_a.jpg,Anger,"{Anger: 0.8019532561302185, Disgust: 0.023915201425552368, Fear: 0.011565964668989182, Happiness: 0.12860603630542755, Neutral: 0.001956324093043804, Sadness: 7.787755021126941e-05, Surprise: 0.03192537650465965}",1
021_o_f_a_b.jpg,Neutral,"{Anger: 0.2897953689098358, Disgust: 0.02824733406305313, Fear: 1.6892434359760955e-05, Happiness: 0.003023254917934537, Neutral: 0.5936675667762756, Sadness: 0.08523807674646378, Surprise: 1.1467651347629726e-05}",0
021_o_f_d_a.jpg,Disgust,"{Anger: 0.024331791326403618, Disgust: 0.9712281227111816, Fear: 4.365845597931184e-06, Happiness: 0.0002624842745717615, Neutral: 2.0967631542134768e-07, Sadness: 0.004173031076788902, Surprise: 6.002871799637433e-08}",1
021_o_f_d_b.jpg,Happiness,"{Anger: 0.03242728114128113, Disgust: 0.20249320566654205, Fear: 0.00017364062659908086, Happiness: 0.7628106474876404, Neutral: 2.0827853219884673e-08, Sadness: 0.0020947374869138002, Surprise: 4.6616776216978906e-07}",0
021_o_f_f_a.jpg,Fear,"{Anger: 0.0002343073720112443, Disgust: 4.7325589548563585e-05, Fear: 0.9459980130195618, Happiness: 3.0367624276550487e-05, Neutral: 1.3131830201018602e-07, Sadness: 0.006118426565080881, Surprise: 0.047571372240781784}",1
021_o_f_f_b.jpg,Fear,"{Anger: 0.0010509558487683535, Disgust: 0.0004398939781822264, Fear: 0.8221622109413147, Happiness: 0.00016036673332564533, Neutral: 3.0495941700792173e-06, Sadness: 0.005587837193161249, Surprise: 0.17059576511383057}",1
021_o_f_h_a.jpg,Happiness,"{Anger: 5.90357487340043e-08, Disgust: 1.598323393636747e-07, Fear: 5.952291992628034e-09, Happiness: 0.9999998807907104, Neutral: 3.0217091051554235e-09, Sadness: 1.9899526471078843e-10, Surprise: 8.219290803523904e-10}",1
021_o_f_h_b.jpg,Happiness,"{Anger: 1.617213030158382e-07, Disgust: 7.803843260489884e-08, Fear: 2.8982618971440388e-08, Happiness: 0.9999997615814209, Neutral: 1.8061137307956443e-10, Sadness: 3.3014352363025523e-10, Surprise: 4.341691450804319e-10}",1
021_o_f_n_a.jpg,Neutral,"{Anger: 0.0005527173634618521, Disgust: 8.902941044652835e-05, Fear: 7.143701452605455e-08, Happiness: 0.001513567054644227, Neutral: 0.9977452158927917, Sadness: 9.89372783806175e-05, Surprise: 4.1804594275163254e-07}",1
021_o_f_n_b.jpg,Neutral,"{Anger: 0.00019326168694533408, Disgust: 2.6657498892745934e-06, Fear: 3.6487730170620125e-08, Happiness: 0.0029506769496947527, Neutral: 0.9968403577804565, Sadness: 1.2513418369053397e-05, Surprise: 4.704287164258858e-07}",1
021_o_f_s_a.jpg,Sadness,"{Anger: 8.095806691699181e-09, Disgust: 2.4787618713162374e-07, Fear: 1.1994485475952388e-06, Happiness: 5.741302084061317e-05, Neutral: 1.4959784522261543e-08, Sadness: 0.9999411106109619, Surprise: 1.517761205604984e-08}",1
021_o_f_s_b.jpg,Sadness,"{Anger: 3.363906486697488e-08, Disgust: 2.615832386254624e-07, Fear: 3.276607856150804e-07, Happiness: 8.275477739516646e-05, Neutral: 1.5056449456096743e-06, Sadness: 0.9999150037765503, Surprise: 4.525767494101274e-08}",1
024_o_f_a_a.jpg,Disgust,"{Anger: 0.1792297065258026, Disgust: 0.763447642326355, Fear: 0.00022205356799531728, Happiness: 0.0012869732454419136, Neutral: 0.030128290876746178, Sadness: 0.025600913912057877, Surprise: 8.432319737039506e-05}",0
024_o_f_a_b.jpg,Sadness,"{Anger: 0.03675675392150879, Disgust: 0.06922030448913574, Fear: 1.2963799917997676e-06, Happiness: 1.4643778634138016e-08, Neutral: 8.681797771714628e-05, Sadness: 0.8939347863197327, Surprise: 1.9458777700265273e-08}",0
024_o_f_d_a.jpg,Disgust,"{Anger: 0.01787622831761837, Disgust: 0.9821153879165649, Fear: 3.216887307644356e-07, Happiness: 2.2393911081053375e-07, Neutral: 2.7410248293335826e-08, Sadness: 7.880300472606905e-06, Surprise: 1.58395785376797e-09}",1
024_o_f_d_b.jpg,Disgust,"{Anger: 0.0034929451067000628, Disgust: 0.996385931968689, Fear: 4.717258889286313e-06, Happiness: 5.927540769334882e-07, Neutral: 6.387787632178288e-09, Sadness: 0.00011575993994483724, Surprise: 2.1624106949502675e-09}",1
024_o_f_f_a.jpg,Fear,"{Anger: 0.0001994504127651453, Disgust: 0.0003654930042102933, Fear: 0.999277651309967, Happiness: 2.799609774228884e-06, Neutral: 6.327633528258048e-09, Sadness: 8.42304652906023e-05, Surprise: 7.046006066957489e-05}",1
024_o_f_f_b.jpg,Fear,"{Anger: 0.0017122123390436172, Disgust: 2.7609668904915452e-05, Fear: 0.8893585801124573, Happiness: 0.002537917345762253, Neutral: 5.488678311849071e-08, Sadness: 2.7912340101465816e-06, Surprise: 0.10636090487241745}",1
024_o_f_h_a.jpg,Happiness,"{Anger: 4.569120193309573e-09, Disgust: 1.7346030167786353e-09, Fear: 2.77436456030955e-08, Happiness: 1.0, Neutral: 2.384966668600441e-10, Sadness: 8.003609927587085e-12, Surprise: 5.1512648313600806e-11}",1
024_o_f_h_b.jpg,Happiness,"{Anger: 2.7565516091954123e-08, Disgust: 2.530123310862109e-08, Fear: 4.0810199664065294e-08, Happiness: 0.9999998807907104, Neutral: 1.1245716580177145e-09, Sadness: 3.790199057385202e-11, Surprise: 2.3555402073327514e-10}",1
024_o_f_n_a.jpg,Disgust,"{Anger: 0.08957559615373611, Disgust: 0.5440915822982788, Fear: 0.06301727145910263, Happiness: 0.0002328999835299328, Neutral: 0.09393396973609924, Sadness: 0.20021933317184448, Surprise: 0.008929362520575523}",0
024_o_f_n_b.jpg,Neutral,"{Anger: 0.03829193115234375, Disgust: 0.04210805520415306, Fear: 0.0014794240705668926, Happiness: 0.0009925167541950941, Neutral: 0.9122490286827087, Sadness: 0.0033497093245387077, Surprise: 0.0015292571624740958}",1
024_o_f_s_a.jpg,Sadness,"{Anger: 4.139349402976222e-05, Disgust: 0.07704966515302658, Fear: 8.42578592710197e-05, Happiness: 9.081880421035748e-07, Neutral: 2.028075130056095e-07, Sadness: 0.9228236079216003, Surprise: 5.17304643565808e-09}",1
024_o_f_s_b.jpg,Sadness,"{Anger: 0.0007111018639989197, Disgust: 0.3723708987236023, Fear: 3.394069381101872e-06, Happiness: 8.901756842760733e-08, Neutral: 2.889865754696075e-05, Sadness: 0.6268855333328247, Surprise: 7.663156331716436e-09}",1
027_o_m_a_a.jpg,Sadness,"{Anger: 0.000166426514624618, Disgust: 0.00090271164663136, Fear: 9.012251211970579e-08, Happiness: 1.4296292647486553e-05, Neutral: 0.00021109468070790172, Sadness: 0.9987053871154785, Surprise: 4.433942102366473e-09}",0
027_o_m_a_b.jpg,Sadness,"{Anger: 1.58227194333449e-05, Disgust: 0.00016776194388512522, Fear: 5.0422432451568966e-08, Happiness: 7.72097337176092e-06, Neutral: 3.0995765882835258e-06, Sadness: 0.9998055100440979, Surprise: 4.738985315277944e-10}",0
027_o_m_d_a.jpg,Sadness,"{Anger: 0.4011216163635254, Disgust: 0.07496258616447449, Fear: 2.4365337594645098e-05, Happiness: 0.02564004808664322, Neutral: 5.268645054457011e-06, Sadness: 0.49824604392051697, Surprise: 4.84382560728136e-08}",0
027_o_m_d_b.jpg,Anger,"{Anger: 0.9856076240539551, Disgust: 0.0035377112217247486, Fear: 9.789568139240146e-06, Happiness: 0.0016123302048072219, Neutral: 1.838982711888093e-06, Sadness: 0.0092305988073349, Surprise: 3.293687100835996e-08}",0
027_o_m_f_a.jpg,Surprise,"{Anger: 0.013621392659842968, Disgust: 0.0009791402844712138, Fear: 0.2878376245498657, Happiness: 0.0061651128344237804, Neutral: 3.6861185890302295e-06, Sadness: 0.0001318141003139317, Surprise: 0.6912611126899719}",2
027_o_m_f_b.jpg,Surprise,"{Anger: 0.01509662251919508, Disgust: 8.523216820321977e-05, Fear: 0.03562302142381668, Happiness: 0.002153639215976, Neutral: 2.74638496193802e-05, Sadness: 2.112677066179458e-06, Surprise: 0.9470119476318359}",2
027_o_m_h_a.jpg,Happiness,"{Anger: 2.1297154262356344e-07, Disgust: 4.7086668786278096e-08, Fear: 3.408912974123268e-08, Happiness: 0.9999990463256836, Neutral: 4.002828291049809e-09, Sadness: 5.882907316845376e-07, Surprise: 2.0629126185056634e-10}",1
027_o_m_h_b.jpg,Happiness,"{Anger: 4.245111711043137e-07, Disgust: 2.5287028027065617e-09, Fear: 8.205571333519401e-09, Happiness: 0.9999995231628418, Neutral: 3.579192220382055e-10, Sadness: 3.0896802893920494e-09, Surprise: 7.730822926266256e-11}",1
027_o_m_n_a.jpg,Happiness,"{Anger: 0.0005763235967606306, Disgust: 0.0004915009485557675, Fear: 6.168363029246393e-07, Happiness: 0.9908374547958374, Neutral: 0.0033110524527728558, Sadness: 0.004783042706549168, Surprise: 1.1549980172276264e-07}",0
027_o_m_n_b.jpg,Happiness,"{Anger: 5.839589721290395e-05, Disgust: 1.690867247816641e-05, Fear: 8.089421044132905e-08, Happiness: 0.9998801946640015, Neutral: 2.8479789762059227e-05, Sadness: 1.589322891959455e-05, Surprise: 2.4016086896949673e-08}",0
027_o_m_s_a.jpg,Sadness,"{Anger: 2.2462341320306223e-08, Disgust: 7.749729888928414e-07, Fear: 1.0431767805130221e-07, Happiness: 0.0014894347405061126, Neutral: 3.9176569543997175e-07, Sadness: 0.9985093474388123, Surprise: 1.5417146670415605e-08}",1
027_o_m_s_b.jpg,Sadness,"{Anger: 3.687233984805971e-08, Disgust: 6.711040896334453e-07, Fear: 4.5547614035967854e-07, Happiness: 0.027746956795454025, Neutral: 2.614275160794932e-07, Sadness: 0.9722517132759094, Surprise: 2.9713437044165403e-08}",1
030_o_f_a_a.jpg,Sadness,"{Anger: 2.328363734704908e-06, Disgust: 0.0006775262299925089, Fear: 2.8508602554211393e-05, Happiness: 0.008972804062068462, Neutral: 0.002434730064123869, Sadness: 0.987876296043396, Surprise: 7.751218618068378e-06}",0
030_o_f_a_b.jpg,Sadness,"{Anger: 1.005255043651232e-07, Disgust: 5.1247061492176726e-05, Fear: 1.784381566949378e-07, Happiness: 5.490375087902066e-08, Neutral: 1.3627951375383418e-05, Sadness: 0.9999347925186157, Surprise: 2.0384661070238508e-08}",0
030_o_f_d_a.jpg,Sadness,"{Anger: 2.3979521493466827e-11, Disgust: 7.116382221283857e-06, Fear: 2.835492978192633e-07, Happiness: 1.754432155109953e-08, Neutral: 3.621434749301322e-13, Sadness: 0.9999926090240479, Surprise: 3.0094485931053683e-12}",0
030_o_f_d_b.jpg,Sadness,"{Anger: 1.872369281841202e-08, Disgust: 0.004940979648381472, Fear: 9.647793376643676e-06, Happiness: 1.9162796434102347e-06, Neutral: 1.1568961066910077e-11, Sadness: 0.9950474500656128, Surprise: 8.149357855202766e-10}",0
030_o_f_f_a.jpg,Surprise,"{Anger: 7.342505341512151e-06, Disgust: 0.0005564037710428238, Fear: 0.0546133928000927, Happiness: 0.028439825400710106, Neutral: 1.2347641131782439e-05, Sadness: 0.0011029994348064065, Surprise: 0.9152675867080688}",2
030_o_f_f_b.jpg,Fear,"{Anger: 2.5136900148936547e-05, Disgust: 0.004145457409322262, Fear: 0.949670672416687, Happiness: 2.0716210201499052e-05, Neutral: 1.2795999282388948e-07, Sadness: 0.03774755820631981, Surprise: 0.008390314877033234}",1
